Periodicity ;Year;Quarter ;Month;Item;Money Supply in Million Saudi Riyals
Monthly;1997;Q4;Dec;Other Quasi- Money Deposits;54199.523
Monthly;1997;Q4;Dec;Money Supply M1;141183.748
Monthly;1998;Q1;Jan;Money Supply M2;224028.266
Monthly;1998;Q1;Mar;Other Quasi- Money Deposits;51329.35
Monthly;1998;Q1;Mar;Money Supply M1;146902.058
Monthly;1998;Q1;Mar;Money Supply M3;277013.253
Monthly;1998;Q2;Apr;Other Quasi- Money Deposits;52094.203
Monthly;1998;Q2;May;Money Supply M1;146979.225
Monthly;1998;Q2;Jun;Demand  Deposits;101012.645
Monthly;1998;Q2;Jun;Money Supply M2;228160.531
Monthly;1998;Q3;Jul;Other Quasi- Money Deposits;51588.147
Monthly;1998;Q3;Sep;Money Supply M3;274315.049
Monthly;1998;Q4;Nov;Currency Outside Banks;43220.643
Monthly;1998;Q4;Nov;Money Supply M2;217946.376
Monthly;1998;Q4;Dec;Time & Savings Deposits;83436.098
Monthly;1998;Q4;Dec;Currency Outside Banks;45019.049
Monthly;1998;Q4;Dec;Money Supply M1;140272.317
Monthly;1998;Q4;Dec;Money Supply M3;283256.331
Monthly;1999;Q1;Mar;Time & Savings Deposits;83629.246
Monthly;1999;Q2;Jun;Money Supply M3;284530.834
Monthly;1999;Q3;Jul;Other Quasi- Money Deposits;56420.231
Monthly;1999;Q3;Aug;Demand  Deposits;102421.029
Monthly;1999;Q3;Aug;Currency Outside Banks;42099.166
Monthly;1999;Q3;Aug;Money Supply M1;144520.195
Monthly;1999;Q3;Aug;Money Supply M3;283771.675
Monthly;1999;Q3;Aug;Money Supply M2;226999.013
Monthly;1999;Q3;Sep;Time & Savings Deposits;82624.614
Monthly;1999;Q3;Sep;Demand  Deposits;101569.875
Monthly;1999;Q3;Sep;Currency Outside Banks;41746.691
Monthly;1999;Q3;Sep;Money Supply M1;143316.566
Monthly;1999;Q4;Oct;Demand  Deposits;101894.041
Monthly;1999;Q4;Dec;Demand  Deposits;101604.895
Monthly;1999;Q4;Dec;Currency Outside Banks;55060.285
Monthly;1999;Q4;Dec;Money Supply M1;156665.18
Monthly;2000;Q1;Jan;Money Supply M2;242631.624
Monthly;2000;Q1;Feb;Demand  Deposits;107490.441
Monthly;2000;Q1;Feb;Money Supply M2;240205.808
Monthly;2000;Q2;Apr;Money Supply M1;161671.299
Monthly;2000;Q2;Jun;Other Quasi- Money Deposits;60123.395
Monthly;2000;Q3;Jul;Other Quasi- Money Deposits;59570.962
Monthly;2000;Q3;Jul;Currency Outside Banks;46871.855
Monthly;2000;Q3;Sep;Money Supply M3;308442.214
Monthly;2000;Q4;Nov;Money Supply M3;309838.084
Monthly;2000;Q4;Dec;Other Quasi- Money Deposits;62656.915
Monthly;2001;Q1;Jan;Currency Outside Banks;49089.376
Monthly;2001;Q1;Jan;Money Supply M3;319954.268
Monthly;2001;Q1;Feb;Demand  Deposits;118673.217
Monthly;2001;Q1;Feb;Money Supply M2;261817.192
Monthly;2001;Q1;Mar;Other Quasi- Money Deposits;60280.428
Monthly;2001;Q2;Apr;Money Supply M1;175299.091
Monthly;2001;Q2;May;Time & Savings Deposits;89016.54
Monthly;2001;Q2;May;Demand  Deposits;126960.709
Monthly;2001;Q2;May;Other Quasi- Money Deposits;64574.532
Monthly;2001;Q2;Jun;Currency Outside Banks;49272.039
Monthly;2001;Q3;Jul;Currency Outside Banks;47556.222
Monthly;2001;Q3;Jul;Money Supply M3;325213.336
Monthly;2001;Q3;Sep;Money Supply M2;260979.853
Monthly;2001;Q4;Oct;Demand  Deposits;126173.107
Monthly;2001;Q4;Oct;Other Quasi- Money Deposits;68981.219
Monthly;2001;Q4;Oct;Money Supply M2;262559.728
Monthly;2001;Q4;Nov;Currency Outside Banks;48501.356
Monthly;2001;Q4;Dec;Money Supply M1;179395.894
Monthly;2002;Q1;Jan;Money Supply M1;181258.548
Monthly;2002;Q1;Jan;Money Supply M3;341871.933
Monthly;2002;Q1;Feb;Time & Savings Deposits;92712.471
Monthly;2002;Q1;Feb;Currency Outside Banks;51147.285
Monthly;2002;Q1;Mar;Currency Outside Banks;49154.153
Monthly;2002;Q2;Apr;Money Supply M1;191967.28
Monthly;2002;Q2;May;Money Supply M2;283918.221
Monthly;2002;Q2;Jun;Other Quasi- Money Deposits;69573.575
Monthly;2002;Q2;Jun;Money Supply M1;192771.805
Monthly;2002;Q3;Jul;Money Supply M1;194259.569
Monthly;2002;Q3;Aug;Time & Savings Deposits;90503.92
Monthly;2002;Q3;Aug;Demand  Deposits;145817.879
Monthly;2002;Q3;Aug;Other Quasi- Money Deposits;72177.125
Monthly;2002;Q3;Aug;Currency Outside Banks;47079.877
Monthly;2002;Q3;Sep;Other Quasi- Money Deposits;76257.034
Monthly;2002;Q3;Sep;Money Supply M3;360919.952
Monthly;2002;Q3;Sep;Money Supply M2;284662.918
Monthly;2002;Q4;Oct;Time & Savings Deposits;101181.188
Monthly;2002;Q4;Oct;Demand  Deposits;148365.95
Monthly;2002;Q4;Nov;Time & Savings Deposits;102186.386
Monthly;2002;Q4;Nov;Other Quasi- Money Deposits;77609.513
Monthly;2002;Q4;Nov;Currency Outside Banks;54035.834
Monthly;2002;Q4;Dec;Other Quasi- Money Deposits;79841.297
Monthly;2002;Q4;Dec;Money Supply M1;202339.071
Monthly;2003;Q1;Jan;Time & Savings Deposits;108130.861
Monthly;2003;Q1;Jan;Currency Outside Banks;54028.647
Monthly;2003;Q1;Jan;Money Supply M3;391004.495
Monthly;2003;Q1;Feb;Other Quasi- Money Deposits;79594.715
Monthly;2003;Q1;Feb;Currency Outside Banks;54281.08
Monthly;2003;Q1;Mar;Time & Savings Deposits;106823.197
Monthly;2003;Q1;Mar;Other Quasi- Money Deposits;79922.63
Monthly;2003;Q2;Apr;Demand  Deposits;159402.688
Monthly;2003;Q2;Apr;Other Quasi- Money Deposits;78764.558
Monthly;2003;Q2;Apr;Money Supply M2;320179.225
Monthly;2003;Q2;May;Other Quasi- Money Deposits;80204.668
Monthly;2003;Q2;Jun;Currency Outside Banks;54889.519
Monthly;2003;Q2;Jun;Money Supply M3;403655.189
Monthly;2003;Q3;Jul;Time & Savings Deposits;105498.841
Monthly;2003;Q3;Jul;Money Supply M1;218080.145
Monthly;2003;Q4;Oct;Other Quasi- Money Deposits;80833.487
Monthly;2003;Q4;Oct;Currency Outside Banks;53754.53
Monthly;2003;Q4;Oct;Money Supply M2;322102.785
Monthly;2003;Q4;Nov;Time & Savings Deposits;108639.715
Monthly;2003;Q4;Dec;Currency Outside Banks;55444.658
Monthly;2003;Q4;Dec;Money Supply M1;223021.86
Monthly;2003;Q4;Dec;Money Supply M3;417106.782
Monthly;2004;Q1;Jan;Time & Savings Deposits;113806.806
Monthly;2004;Q1;Jan;Currency Outside Banks;59046.949
Monthly;2004;Q1;Feb;Money Supply M1;231444.151
Monthly;2004;Q1;Mar;Other Quasi- Money Deposits;84871.682
Monthly;2004;Q1;Mar;Money Supply M3;435293.069
Monthly;2004;Q2;Apr;Other Quasi- Money Deposits;84259.001
Monthly;2004;Q2;Apr;Money Supply M3;435971.667
Monthly;2004;Q2;Jun;Money Supply M3;447890.194
Monthly;2004;Q3;Jul;Time & Savings Deposits;119773.764
Monthly;2004;Q3;Jul;Demand  Deposits;190406.526
Monthly;2004;Q3;Jul;Other Quasi- Money Deposits;85275.69
Monthly;2004;Q3;Aug;Money Supply M1;243715.901
Monthly;2004;Q3;Aug;Money Supply M2;372242.535
Monthly;2004;Q3;Sep;Money Supply M1;243387.705
Monthly;2004;Q3;Sep;Money Supply M3;456682.608
Monthly;2004;Q3;Sep;Money Supply M2;369455.953
Monthly;2004;Q4;Oct;Money Supply M2;367070.904
Monthly;2004;Q4;Dec;Time & Savings Deposits;136672.88
Monthly;2005;Q1;Jan;Demand  Deposits;209720.127
Monthly;2005;Q1;Jan;Currency Outside Banks;60634.231
Monthly;2005;Q1;Jan;Money Supply M1;270354.358
Monthly;2005;Q1;Jan;Money Supply M2;406086.216
Monthly;2005;Q1;Feb;Time & Savings Deposits;136739.837
Monthly;2005;Q1;Mar;Time & Savings Deposits;142386.186
Monthly;2005;Q2;May;Currency Outside Banks;59199.265
Monthly;2005;Q2;May;Money Supply M2;431442.356
Monthly;2005;Q2;Jun;Demand  Deposits;215973.956
Monthly;2005;Q2;Jun;Currency Outside Banks;60156.397
Monthly;2005;Q2;Jun;Money Supply M3;530632.615
Monthly;2005;Q3;Jul;Currency Outside Banks;59322.52
Monthly;2005;Q3;Jul;Money Supply M3;529470.725
Monthly;2005;Q3;Sep;Demand  Deposits;213561.856
Monthly;2005;Q3;Sep;Money Supply M3;535410.223
Monthly;2005;Q4;Nov;Other Quasi- Money Deposits;101947.495
Monthly;2005;Q4;Dec;Demand  Deposits;219251.036
Monthly;2005;Q4;Dec;Other Quasi- Money Deposits;104542.462
Monthly;2006;Q1;Jan;Time & Savings Deposits;174076.473
Monthly;2006;Q1;Jan;Demand  Deposits;217628.577
Monthly;2006;Q1;Feb;Time & Savings Deposits;177575.849
Monthly;2006;Q1;Feb;Currency Outside Banks;61192.325
Monthly;2006;Q1;Feb;Money Supply M2;464698.965
Monthly;2006;Q1;Mar;Other Quasi- Money Deposits;105070.665
Monthly;2006;Q2;Apr;Money Supply M2;484799.914
Monthly;2006;Q2;May;Time & Savings Deposits;191842.147
Monthly;2006;Q2;May;Demand  Deposits;234442.443
Monthly;2006;Q2;May;Money Supply M3;588720.092
Monthly;2006;Q3;Jul;Demand  Deposits;228549.726
Monthly;2006;Q3;Jul;Other Quasi- Money Deposits;106641.915
Monthly;2006;Q3;Jul;Money Supply M3;597086.83
Monthly;2006;Q3;Jul;Money Supply M2;490444.915
Monthly;2006;Q3;Aug;Demand  Deposits;228420.031
Monthly;2006;Q3;Aug;Money Supply M1;288993.199
Monthly;2006;Q3;Sep;Money Supply M2;505674.096
Monthly;2006;Q4;Oct;Time & Savings Deposits;214249.524
Monthly;2006;Q4;Dec;Demand  Deposits;243417.691
Monthly;2006;Q4;Dec;Other Quasi- Money Deposits;121499.516
Monthly;2006;Q4;Dec;Currency Outside Banks;69324.101
Monthly;2006;Q4;Dec;Money Supply M1;312741.792
Monthly;2007;Q1;Jan;Money Supply M3;657622.79
Monthly;2007;Q1;Feb;Other Quasi- Money Deposits;107810.779
Monthly;2007;Q1;Mar;Demand  Deposits;257599.536
Monthly;2007;Q2;Apr;Money Supply M1;331202.265
Monthly;2007;Q2;May;Other Quasi- Money Deposits;115385.198
Monthly;2007;Q2;May;Money Supply M2;578795.581
Monthly;2007;Q2;Jun;Time & Savings Deposits;254543.117
Monthly;2007;Q2;Jun;Demand  Deposits;266103.992
Monthly;2007;Q2;Jun;Currency Outside Banks;67010.44
Monthly;2007;Q2;Jun;Money Supply M1;333114.432
Monthly;2007;Q3;Jul;Time & Savings Deposits;260701.895
Monthly;2007;Q3;Jul;Money Supply M3;725711.747
Monthly;2007;Q3;Aug;Demand  Deposits;273381.253
Monthly;2007;Q3;Aug;Money Supply M3;727154.258
Monthly;2007;Q3;Aug;Money Supply M2;602184.731
Monthly;2007;Q3;Sep;Demand  Deposits;284810.316
Monthly;2007;Q3;Sep;Money Supply M3;744133.62
Monthly;2007;Q4;Oct;Demand  Deposits;286655.994
Monthly;2007;Q4;Oct;Currency Outside Banks;70074.234
Monthly;2007;Q4;Nov;Money Supply M3;771000.216
Monthly;2007;Q4;Dec;Demand  Deposits;311365.062
Monthly;2007;Q4;Dec;Money Supply M3;789755.488
Monthly;2008;Q1;Jan;Money Supply M3;815137.201
Monthly;2008;Q1;Mar;Money Supply M2;705838.67
Monthly;2008;Q2;Jun;Demand  Deposits;351553.161
Monthly;2008;Q2;Jun;Currency Outside Banks;77597.312
Monthly;2008;Q3;Jul;Demand  Deposits;349131.061
Monthly;2008;Q3;Jul;Other Quasi- Money Deposits;144986.368
Monthly;2008;Q3;Aug;Currency Outside Banks;76869.631
Monthly;2008;Q3;Aug;Money Supply M3;885770.805
Monthly;2008;Q3;Sep;Money Supply M2;744411.349
Monthly;2008;Q4;Oct;Money Supply M1;417647.212
Monthly;2008;Q4;Oct;Money Supply M3;901087.119
Monthly;2008;Q4;Nov;Time & Savings Deposits;345952.037
Monthly;2008;Q4;Nov;Money Supply M1;426604.999
Monthly;2008;Q4;Nov;Money Supply M2;772557.036
Monthly;2008;Q4;Dec;Time & Savings Deposits;367623.877
Monthly;2008;Q4;Dec;Demand  Deposits;342487.682
Monthly;2008;Q4;Dec;Money Supply M1;425494.074
Monthly;2009;Q1;Jan;Currency Outside Banks;82917.594
Monthly;2009;Q1;Feb;Demand  Deposits;364553.366
Monthly;2009;Q1;Feb;Other Quasi- Money Deposits;156907.974
Monthly;2009;Q1;Feb;Money Supply M3;956589.355
Monthly;2009;Q1;Mar;Time & Savings Deposits;356403.372
Monthly;2009;Q1;Mar;Money Supply M3;965600.689
Monthly;2009;Q2;Apr;Demand  Deposits;386767.004
Monthly;2009;Q2;Apr;Currency Outside Banks;83248.035
Monthly;2009;Q2;Apr;Money Supply M3;977604.165
Monthly;2009;Q2;May;Money Supply M2;816406.715
Monthly;2009;Q2;Jun;Time & Savings Deposits;348148.887
Monthly;2009;Q2;Jun;Money Supply M1;476054.11
Monthly;2009;Q3;Jul;Demand  Deposits;403117.566
Monthly;2009;Q3;Jul;Other Quasi- Money Deposits;175352.758
Monthly;2009;Q3;Aug;Time & Savings Deposits;335614.65
Monthly;2009;Q3;Sep;Demand  Deposits;404110.359
Monthly;2009;Q3;Sep;Other Quasi- Money Deposits;176612.482
Monthly;2009;Q3;Sep;Money Supply M1;492679.167
Monthly;2009;Q3;Sep;Money Supply M2;823312.729
Monthly;2009;Q4;Oct;Other Quasi- Money Deposits;177763.054
Monthly;2009;Q4;Oct;Currency Outside Banks;88059.306
Monthly;2009;Q4;Nov;Other Quasi- Money Deposits;174993.842
Monthly;2009;Q4;Dec;Time & Savings Deposits;323377.029
Monthly;2009;Q4;Dec;Currency Outside Banks;88395.351
Monthly;2010;Q1;Jan;Money Supply M2;839518.749029
Monthly;2010;Q1;Feb;Demand  Deposits;443182.14
Monthly;2010;Q1;Feb;Currency Outside Banks;88599.2147696
Monthly;2010;Q1;Mar;Demand  Deposits;452188.017
Monthly;2010;Q1;Mar;Other Quasi- Money Deposits;154793.458
Monthly;2010;Q1;Mar;Currency Outside Banks;89822.4300588
Monthly;2010;Q2;May;Money Supply M1;555609.464677
Monthly;2010;Q2;Jun;Other Quasi- Money Deposits;154606.536
Monthly;2010;Q2;Jun;Money Supply M3;1035581.88635
Monthly;2010;Q3;Jul;Time & Savings Deposits;289681.345
Monthly;2010;Q3;Jul;Demand  Deposits;497230.186
Monthly;2010;Q3;Jul;Money Supply M3;1034820.34468
Monthly;2010;Q3;Aug;Currency Outside Banks;97559.3665357
Monthly;2010;Q3;Aug;Money Supply M3;1023425.45854
Monthly;2010;Q3;Sep;Demand  Deposits;495813.693
Monthly;2010;Q3;Sep;Other Quasi- Money Deposits;161482.936
Monthly;2010;Q4;Nov;Other Quasi- Money Deposits;161790.37
Monthly;2010;Q4;Nov;Money Supply M3;1061277.40852
Monthly;2010;Q4;Dec;Time & Savings Deposits;298282.546
Monthly;2010;Q4;Dec;Other Quasi- Money Deposits;156495.171
Monthly;2010;Q4;Dec;Currency Outside Banks;95519.847685
Monthly;2011;Q1;Jan;Time & Savings Deposits;297566.288
Monthly;2011;Q1;Mar;Money Supply M1;689259.633054
Monthly;2011;Q2;Apr;Other Quasi- Money Deposits;168889.467
Monthly;2011;Q2;Apr;Money Supply M3;1192096.29096
Monthly;2011;Q2;May;Time & Savings Deposits;300499.67
Monthly;2011;Q2;May;Demand  Deposits;612547.975
Monthly;2011;Q3;Jul;Money Supply M2;1029484.71788
Monthly;2011;Q3;Aug;Demand  Deposits;613067.706
Monthly;2011;Q3;Aug;Other Quasi- Money Deposits;162664.111
Monthly;2011;Q3;Aug;Money Supply M1;742474.75017
Monthly;2011;Q4;Oct;Money Supply M3;1221921.11028
Monthly;2012;Q1;Jan;Other Quasi- Money Deposits;168102.317
Monthly;2012;Q1;Jan;Currency Outside Banks;120969.507568
Monthly;2012;Q1;Jan;Money Supply M1;782461.521568
Monthly;2012;Q1;Jan;Money Supply M2;1091673.11857
Monthly;2012;Q1;Mar;Demand  Deposits;678561.795
Monthly;2012;Q1;Mar;Money Supply M1;801254.659513
Monthly;2012;Q2;Apr;Money Supply M1;810439.938826
Monthly;2012;Q2;May;Money Supply M1;810809.172016
Monthly;2012;Q2;May;Money Supply M3;1287139.81002
Monthly;2012;Q3;Jul;Money Supply M1;820696.626497
Monthly;2012;Q3;Sep;Money Supply M1;828344.986037
Monthly;2012;Q4;Oct;Money Supply M2;1182872.10952
Monthly;2012;Q4;Nov;Time & Savings Deposits;314186.729
Monthly;2012;Q4;Nov;Money Supply M2;1157142.90403
Monthly;2012;Q4;Dec;Money Supply M2;1219355.94129
Monthly;2013;Q1;Jan;Demand  Deposits;765249.714
Monthly;2013;Q1;Jan;Currency Outside Banks;134124.114926
Monthly;2013;Q1;Mar;Money Supply M1;943553.377029
Monthly;2013;Q1;Mar;Money Supply M2;1261482.28903
Monthly;2013;Q2;Apr;Other Quasi- Money Deposits;189731.277
Monthly;2013;Q2;Apr;Currency Outside Banks;135487.646776
Monthly;2013;Q3;Jul;Money Supply M2;1298516.67589
Monthly;2013;Q3;Aug;Time & Savings Deposits;320236.805
Monthly;2013;Q3;Aug;Currency Outside Banks;141525.010814
Monthly;2013;Q3;Sep;Other Quasi- Money Deposits;198533.05
Monthly;2013;Q3;Sep;Currency Outside Banks;139043.20607
Monthly;2013;Q3;Sep;Money Supply M3;1495507.11707
Monthly;2013;Q3;Sep;Money Supply M2;1296974.06707
Monthly;2013;Q4;Oct;Currency Outside Banks;144223.848899
Monthly;2013;Q4;Nov;Other Quasi- Money Deposits;193680.918
Monthly;2013;Q4;Nov;Currency Outside Banks;144114.464707
Monthly;2013;Q4;Nov;Money Supply M2;1331228.22671
Monthly;2014;Q1;Feb;Demand  Deposits;893602.514
Monthly;2014;Q1;Mar;Other Quasi- Money Deposits;218799.51
Monthly;2014;Q1;Mar;Money Supply M1;1064490.57054
Monthly;2014;Q2;May;Money Supply M3;1659583.56668
Monthly;2014;Q2;Jun;Money Supply M3;1661446.80354
Monthly;2014;Q3;Aug;Demand  Deposits;947371.772
Monthly;2014;Q3;Aug;Money Supply M3;1691883.29052
Monthly;2014;Q4;Nov;Time & Savings Deposits;398202.849
Monthly;2014;Q4;Dec;Other Quasi- Money Deposits;193335.18
Monthly;2014;Q4;Dec;Money Supply M3;1741889.18311
Monthly;2015;Q1;Jan;Other Quasi- Money Deposits;179284.506
Monthly;2015;Q1;Jan;Currency Outside Banks;156892.747672
Monthly;2015;Q1;Jan;Money Supply M1;1145011.43367
Monthly;2015;Q1;Jan;Money Supply M3;1713737.79767
Monthly;2015;Q1;Mar;Currency Outside Banks;166589.377759
Monthly;2015;Q2;Apr;Other Quasi- Money Deposits;196732.418
Monthly;2015;Q2;Apr;Money Supply M3;1809272.70303
Monthly;2015;Q2;May;Money Supply M3;1834208.89226
Monthly;2015;Q2;Jun;Demand  Deposits;1085079.376
Monthly;2015;Q3;Aug;Time & Savings Deposits;386441.249
Monthly;2015;Q3;Sep;Currency Outside Banks;175145.866314
Monthly;2015;Q3;Sep;Money Supply M1;1242471.70731
Monthly;2015;Q3;Sep;Money Supply M3;1838959.45631
Monthly;2015;Q4;Oct;Time & Savings Deposits;408832.384
Monthly;2015;Q4;Oct;Demand  Deposits;1017129.241
Monthly;2015;Q4;Oct;Currency Outside Banks;170848.034392
Monthly;2015;Q4;Oct;Money Supply M3;1783367.66239
Monthly;2016;Q1;Jan;Time & Savings Deposits;425196.319
Monthly;2016;Q1;Jan;Currency Outside Banks;167364.468324
Monthly;2016;Q1;Feb;Time & Savings Deposits;416813.159
Monthly;2016;Q1;Mar;Time & Savings Deposits;417112.298071
Monthly;2016;Q2;May;Money Supply M3;1773531.16826
Monthly;2016;Q2;Jun;Money Supply M1;1147996.9662
Monthly;2016;Q3;Jul;Currency Outside Banks;174873.739948
Monthly;2016;Q3;Aug;Time & Savings Deposits;459001.584475
Monthly;2016;Q3;Aug;Currency Outside Banks;173713.19334
Monthly;2016;Q3;Sep;Time & Savings Deposits;479046.784482
Monthly;2016;Q3;Sep;Demand  Deposits;944400.96143
Monthly;2016;Q4;Oct;Currency Outside Banks;169267.67561
Monthly;2016;Q4;Oct;Money Supply M1;1130818.43382
Monthly;2016;Q4;Oct;Money Supply M3;1789502.0855
Monthly;2016;Q4;Dec;Demand  Deposits;976086.198808
Monthly;2016;Q4;Dec;Currency Outside Banks;170323.068834
Monthly;2016;Q4;Dec;Money Supply M3;1799707.6841
Monthly;2017;Q1;Jan;Time & Savings Deposits;474371.320901
Monthly;2017;Q1;Feb;Money Supply M1;1142410.63228
Monthly;2017;Q1;Mar;Currency Outside Banks;169762.969601
Monthly;2017;Q2;Apr;Money Supply M1;1184430.95729
Monthly;2017;Q2;Jun;Money Supply M3;1832865.55941
Monthly;2017;Q3;Jul;Currency Outside Banks;171555.414505
Monthly;2017;Q3;Aug;Money Supply M3;1809943.99645
Monthly;2017;Q3;Aug;Money Supply M2;1659957.00949
Monthly;2017;Q3;Sep;Demand  Deposits;980252.433814
Monthly;2017;Q4;Dec;Currency Outside Banks;172046.350695
Monthly;2018;Q1;Jan;Currency Outside Banks;175110.463702
Monthly;2018;Q1;Jan;Money Supply M3;1810971.35662
Monthly;2018;Q1;Mar;Currency Outside Banks;180821.628614
Monthly;2018;Q1;Mar;Money Supply M2;1630792.82361
Monthly;2018;Q2;Apr;Other Quasi- Money Deposits;170149.942057
Monthly;2018;Q2;Apr;Money Supply M3;1798410.71336
Monthly;2018;Q2;May;Currency Outside Banks;185568.791124
Monthly;2018;Q2;May;Money Supply M1;1219753.20345
Monthly;2018;Q2;Jun;Money Supply M1;1211993.96027
Monthly;2018;Q2;Jun;Money Supply M3;1816208.97169
Monthly;2018;Q3;Aug;Demand  Deposits;1019772.05901
Monthly;2018;Q3;Aug;Money Supply M2;1633805.92394
Monthly;2018;Q3;Sep;Demand  Deposits;1025100.07316
Monthly;2018;Q4;Oct;Money Supply M1;1197662.31944
Monthly;2018;Q4;Dec;Other Quasi- Money Deposits;189825.56086
Monthly;2018;Q4;Dec;Currency Outside Banks;180132.445997
Monthly;2019;Q1;Jan;Currency Outside Banks;181104.681773
Monthly;2019;Q1;Feb;Money Supply M2;1654114.61877
Monthly;2019;Q2;May;Time & Savings Deposits;444436.807631
Monthly;2019;Q2;May;Demand  Deposits;1061152.56293
Monthly;2019;Q2;May;Other Quasi- Money Deposits;181016.727002
Monthly;2019;Q2;May;Money Supply M2;1702467.80816
Monthly;2019;Q2;Jun;Demand  Deposits;1072291.61914
Monthly;2019;Q3;Jul;Other Quasi- Money Deposits;178199.560818
Annually;1989;-;-;Money Supply M1;91751.7
Annually;1989;-;-;Money Supply M2;136413.7
Annually;1990;-;-;Demand  Deposits;57488.368102
Annually;1991;-;-;Money Supply M3;215842.816132
Annually;1992;-;-;Money Supply M1;125463.5
Annually;1994;-;-;Money Supply M3;236230.925411
Annually;1995;-;-;Other Quasi- Money Deposits;56075.251
Annually;1996;-;-;Money Supply M2;204008.607
Annually;1997;-;-;Money Supply M2;218349.286
Annually;1998;-;-;Currency Outside Banks;45019.049
Annually;1998;-;-;Money Supply M1;140272.317
Annually;1998;-;-;Money Supply M3;283256.331
Annually;1999;-;-;Demand  Deposits;101604.895
Annually;1999;-;-;Money Supply M3;305445.912
Annually;2000;-;-;Other Quasi- Money Deposits;62656.915
Annually;2000;-;-;Money Supply M2;256332.394
Annually;2001;-;-;Money Supply M2;271080.485
Annually;2002;-;-;Money Supply M1;202339.071
Annually;2003;-;-;Currency Outside Banks;55444.658
Annually;2003;-;-;Money Supply M3;417106.782
Annually;2004;-;-;Time & Savings Deposits;136672.88
Annually;2004;-;-;Money Supply M3;495667.925
Annually;2005;-;-;Money Supply M3;553347.933
Annually;2007;-;-;Time & Savings Deposits;283059.125
Annually;2008;-;-;Other Quasi- Money Deposits;136006.62
Annually;2008;-;-;Money Supply M1;425494.074
Annually;2008;-;-;Money Supply M2;793117.951
Annually;2009;-;-;Demand  Deposits;433162.212
Annually;2011;-;-;Money Supply M3;1239545.44541
Annually;2012;-;-;Money Supply M1;889676.073288
Annually;2014;-;-;Time & Savings Deposits;403419.45
Annually;2016;-;-;Time & Savings Deposits;496019.307881
Annually;2016;-;-;Money Supply M3;1799707.6841
Quarterly;1993;Q1;-;Time & Savings Deposits;45748.717
Quarterly;1993;Q1;-;Money Supply M1;132000.5615
Quarterly;1993;Q2;-;Demand  Deposits;89345.831
Quarterly;1993;Q2;-;Money Supply M1;137226.025353
Quarterly;1993;Q2;-;Money Supply M3;241209.663353
Quarterly;1993;Q2;-;Money Supply M2;183381.660353
Quarterly;1993;Q3;-;Currency Outside Banks;43311.305902
Quarterly;1993;Q3;-;Money Supply M3;237571.816902
Quarterly;1993;Q4;-;Money Supply M3;228422.755617
Quarterly;1994;Q1;-;Money Supply M3;231664.037069
Quarterly;1994;Q3;-;Money Supply M1;125331.826086
Quarterly;1994;Q4;-;Currency Outside Banks;44965.078411
Quarterly;1994;Q4;-;Money Supply M1;125644.435411
Quarterly;1994;Q4;-;Money Supply M2;177061.555411
Quarterly;1995;Q1;-;Demand  Deposits;82448.977
Quarterly;1995;Q1;-;Money Supply M3;241948.765507
Quarterly;1995;Q1;-;Money Supply M2;183520.619507
Quarterly;1995;Q2;-;Demand  Deposits;84180.731
Quarterly;1995;Q2;-;Money Supply M1;131056.46162
Quarterly;1995;Q3;-;Other Quasi- Money Deposits;57466.812
Quarterly;1995;Q4;-;Demand  Deposits;81383.933
Quarterly;1995;Q4;-;Money Supply M2;185693.659
Quarterly;1996;Q1;-;Time & Savings Deposits;61755.078
Quarterly;1996;Q1;-;Money Supply M3;246601.785
Quarterly;1996;Q2;-;Time & Savings Deposits;61296.042
Quarterly;1996;Q2;-;Demand  Deposits;88015.869
Quarterly;1996;Q2;-;Other Quasi- Money Deposits;56685.294
Quarterly;1996;Q3;-;Other Quasi- Money Deposits;55365.236
Quarterly;1996;Q3;-;Currency Outside Banks;41348.8128954
Quarterly;1996;Q3;-;Money Supply M1;128300.197895
Quarterly;1996;Q3;-;Money Supply M2;194348.996895
Quarterly;1997;Q1;-;Currency Outside Banks;45475.57
Quarterly;1997;Q2;-;Currency Outside Banks;47367.604
Quarterly;1997;Q2;-;Money Supply M2;213862.534
Quarterly;1997;Q3;-;Other Quasi- Money Deposits;55039.788
Quarterly;1997;Q4;-;Time & Savings Deposits;77165.538
Quarterly;1997;Q4;-;Other Quasi- Money Deposits;54199.523
Quarterly;1997;Q4;-;Currency Outside Banks;45823.203
Quarterly;1997;Q4;-;Money Supply M2;218349.286
Quarterly;1998;Q1;-;Other Quasi- Money Deposits;51329.35
Quarterly;1998;Q3;-;Money Supply M3;274315.049
Quarterly;1998;Q4;-;Other Quasi- Money Deposits;59547.916
Quarterly;1999;Q1;-;Time & Savings Deposits;83629.246
Quarterly;1999;Q3;-;Other Quasi- Money Deposits;57270.646
Quarterly;1999;Q4;-;Time & Savings Deposits;85341.415
Quarterly;2000;Q1;-;Time & Savings Deposits;84492.34
Quarterly;2000;Q2;-;Demand  Deposits;114385.693
Quarterly;2000;Q2;-;Currency Outside Banks;48298.585
Quarterly;2000;Q2;-;Money Supply M3;310544.245
Quarterly;2000;Q3;-;Other Quasi- Money Deposits;62002.254
Quarterly;2000;Q3;-;Money Supply M1;158748.005
Quarterly;2000;Q3;-;Money Supply M2;246439.96
Quarterly;2000;Q4;-;Other Quasi- Money Deposits;62656.915
